Country,Admin1,SubDiv,Year,List,Cause,Sex,Frmat,IM_Frmat,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5,Deaths6,Deaths7,Deaths8,Deaths9,Deaths10,Deaths11,Deaths12,Deaths13,Deaths14,Deaths15,Deaths16,Deaths17,Deaths18,Deaths19,Deaths20,Deaths21,Deaths22,Deaths23,Deaths24,Deaths25,Deaths26,IM_Deaths1,IM_Deaths2,IM_Deaths3,IM_Deaths4
2180,,,1961,07A,A104,2,08,08,2617,1312,973,,,,69,,31,,30,,26,,35,,40,,85,,,,,,,16,1312,,,
2180,,,1961,07A,A105,1,08,08,94,1,1,,,,0,,0,,5,,13,,16,,20,,38,,,,,,,0,1,,,
2180,,,1961,07A,A105,2,08,08,52,1,0,,,,1,,3,,2,,5,,6,,10,,23,,,,,,,1,1,,,
2180,,,1961,07A,A106,1,08,08,61,3,1,,,,4,,6,,4,,6,,6,,12,,18,,,,,,,1,3,,,
2180,,,1961,07A,A106,2,08,08,83,1,0,,,,2,,8,,7,,8,,13,,16,,26,,,,,,,2,1,,,
2180,,,1961,07A,A107,1,08,08,905,195,304,,,,52,,22,,38,,43,,51,,63,,123,,,,,,,14,195,,,
2180,,,1961,07A,A107,2,08,08,854,184,294,,,,49,,25,,41,,46,,46,,49,,110,,,,,,,10,184,,,
2180,,,1961,07A,A108,1,08,08,39,3,10,,,,8,,3,,1,,0,,3,,0,,11,,,,,,,0,3,,,
2180,,,1961,07A,A108,2,08,08,40,1,20,,,,9,,3,,1,,0,,0,,0,,5,,,,,,,1,1,,,
2180,,,1961,07A,A109,1,08,08,174,10,34,,,,12,,6,,10,,11,,18,,21,,52,,,,,,,0,10,,,
2180,,,1961,07A,A109,2,08,08,148,10,23,,,,14,,7,,3,,16,,12,,13,,50,,,,,,,0,10,,,
2180,,,1961,07A,A110,1,08,08,7,0,0,,,,0,,2,,1,,0,,0,,2,,2,,,,,,,0,0,,,
2180,,,1961,07A,A110,2,08,08,5,0,1,,,,0,,0,,0,,0,,0,,1,,3,,,,,,,0,0,,,
2180,,,1961,07A,A111,1,08,08,1,0,0,,,,0,,0,,0,,0,,1,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A111,2,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A112,1,08,08,28,0,0,,,,0,,0,,1,,0,,0,,3,,24,,,,,,,0,0,,,
2180,,,1961,07A,A113,1,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A113,2,08,08,1,0,0,,,,0,,0,,0,,0,,0,,1,,0,,,,,,,0,0,,,
2180,,,1961,07A,A114,1,08,08,37,1,1,,,,1,,0,,3,,2,,3,,3,,23,,,,,,,0,1,,,
2180,,,1961,07A,A114,2,08,08,57,0,2,,,,1,,7,,14,,10,,2,,12,,9,,,,,,,0,0,,,
2180,,,1961,07A,A115,2,08,08,50,0,0,,,,0,,15,,24,,11,,0,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A116,2,08,08,33,0,0,,,,0,,15,,10,,7,,0,,0,,0,,,,,,,1,0,,,
2180,,,1961,07A,A117,2,08,08,66,0,0,,,,0,,13,,28,,22,,3,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A118,2,08,08,20,0,0,,,,0,,10,,7,,2,,1,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A119,2,08,08,6,0,0,,,,0,,0,,3,,1,,1,,0,,0,,,,,,,1,0,,,
2180,,,1961,07A,A120,2,08,08,394,0,0,,,,0,,117,,143,,113,,15,,1,,1,,,,,,,4,0,,,
2180,,,1961,07A,A121,1,08,08,24,3,2,,,,3,,1,,1,,3,,3,,1,,6,,,,,,,1,3,,,
2180,,,1961,07A,A121,2,08,08,21,4,1,,,,2,,4,,1,,3,,1,,3,,2,,,,,,,0,4,,,
2180,,,1961,07A,A122,1,08,08,5,0,0,,,,0,,0,,0,,0,,0,,0,,4,,,,,,,1,0,,,
2180,,,1961,07A,A122,2,08,08,19,0,0,,,,0,,0,,0,,1,,1,,3,,14,,,,,,,0,0,,,
2180,,,1961,07A,A123,1,08,08,118,0,1,,,,2,,4,,3,,4,,10,,23,,69,,,,,,,2,0,,,
2180,,,1961,07A,A123,2,08,08,162,0,3,,,,3,,11,,8,,7,,8,,22,,99,,,,,,,1,0,,,
2180,,,1961,07A,A124,1,08,08,3,0,0,,,,2,,0,,0,,1,,0,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A124,2,08,08,4,0,1,,,,1,,0,,2,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A125,1,08,08,1,0,0,,,,0,,0,,0,,1,,0,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A125,2,08,08,1,0,0,,,,0,,0,,1,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A126,1,08,08,32,2,1,,,,0,,3,,0,,4,,3,,7,,11,,,,,,,1,2,,,
2180,,,1961,07A,A126,2,08,08,33,4,1,,,,0,,1,,3,,5,,0,,4,,14,,,,,,,1,4,,,
2180,,,1961,07A,A127,1,08,08,2,2,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,2,,,
2180,,,1961,07A,A127,2,08,08,10,10,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,10,,,
2180,,,1961,07A,A128,1,08,08,83,78,1,,,,1,,0,,1,,0,,0,,1,,0,,,,,,,1,78,,,
2180,,,1961,07A,A128,2,08,08,76,69,4,,,,1,,1,,0,,0,,1,,0,,0,,,,,,,0,69,,,
2180,,,1961,07A,A129,1,08,08,48,45,1,,,,2,,0,,0,,0,,0,,0,,0,,,,,,,0,45,,,
2180,,,1961,07A,A129,2,08,08,40,35,3,,,,1,,0,,0,,1,,0,,0,,0,,,,,,,0,35,,,
2180,,,1961,07A,A130,1,08,08,101,100,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,1,100,,,
2180,,,1961,07A,A130,2,08,08,85,85,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,85,,,
2180,,,1961,07A,A131,1,08,08,355,354,1,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,354,,,
2180,,,1961,07A,A131,2,08,08,279,277,1,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,1,277,,,
2180,,,1961,07A,A132,1,08,08,557,557,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,557,,,
2180,,,1961,07A,A132,2,08,08,423,423,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,423,,,
2180,,,1961,07A,A133,1,08,08,36,36,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,36,,,
2180,,,1961,07A,A133,2,08,08,30,30,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,30,,,
2180,,,1961,07A,A134,1,08,08,70,67,1,,,,1,,0,,0,,0,,0,,0,,0,,,,,,,1,67,,,
2180,,,1961,07A,A134,2,08,08,60,60,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,60,,,
2180,,,1961,07A,A135,1,08,08,757,740,14,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,3,740,,,
2180,,,1961,07A,A135,2,08,08,669,655,8,,,,1,,0,,0,,0,,0,,0,,0,,,,,,,5,655,,,
2180,,,1961,07A,A136,1,08,08,1154,0,0,,,,0,,0,,0,,3,,1,,130,,1013,,,,,,,7,0,,,
2180,,,1961,07A,A136,2,08,08,1546,0,0,,,,0,,0,,0,,2,,2,,138,,1397,,,,,,,7,0,,,
2180,,,1961,07A,A137,1,08,08,6200,2175,1383,,,,424,,291,,257,,255,,293,,279,,718,,,,,,,125,2175,,,
2180,,,1961,07A,A137,2,08,08,5955,1775,1447,,,,398,,287,,319,,286,,282,,252,,799,,,,,,,110,1775,,,
2180,,,1961,07A,A138,1,08,08,266,2,17,,,,35,,51,,53,,45,,30,,15,,16,,,,,,,2,2,,,
2180,,,1961,07A,A138,2,08,08,87,0,16,,,,15,,12,,14,,10,,5,,4,,10,,,,,,,1,0,,,
2180,,,1961,07A,A139,1,08,08,16,0,0,,,,0,,2,,8,,2,,2,,0,,0,,,,,,,2,0,,,
2180,,,1961,07A,A139,2,08,08,4,0,0,,,,0,,0,,1,,0,,0,,1,,1,,,,,,,1,0,,,
2180,,,1961,07A,A140,1,08,08,140,11,27,,,,13,,13,,25,,8,,15,,10,,17,,,,,,,1,11,,,
2180,,,1961,07A,A140,2,08,08,101,14,20,,,,10,,13,,12,,8,,5,,5,,12,,,,,,,2,14,,,
2180,,,1961,07A,A141,1,08,08,280,2,14,,,,27,,28,,41,,46,,32,,35,,52,,,,,,,3,2,,,
2180,,,1961,07A,A141,2,08,08,84,4,13,,,,14,,3,,7,,6,,6,,11,,20,,,,,,,0,4,,,
2180,,,1961,07A,A142,1,08,08,5,0,0,,,,4,,1,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A142,2,08,08,2,0,0,,,,1,,1,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A143,1,08,08,9,1,0,,,,3,,1,,1,,0,,1,,1,,0,,,,,,,1,1,,,
2180,,,1961,07A,A143,2,08,08,2,0,1,,,,1,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A144,1,08,08,59,6,28,,,,10,,6,,3,,1,,4,,0,,1,,,,,,,0,6,,,
2180,,,1961,07A,A144,2,08,08,62,7,26,,,,18,,3,,2,,0,,0,,3,,2,,,,,,,1,7,,,
2180,,,1961,07A,A145,1,08,08,61,1,2,,,,9,,14,,13,,11,,3,,5,,1,,,,,,,2,1,,,
2180,,,1961,07A,A145,2,08,08,3,0,0,,,,0,,2,,1,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A146,1,08,08,224,2,37,,,,40,,50,,37,,22,,18,,6,,10,,,,,,,2,2,,,
2180,,,1961,07A,A146,2,08,08,72,1,35,,,,16,,10,,2,,2,,1,,3,,2,,,,,,,0,1,,,
2180,,,1961,07A,A147,1,08,08,621,15,22,,,,69,,118,,118,,95,,68,,45,,59,,,,,,,12,15,,,
2180,,,1961,07A,A147,2,08,08,167,10,19,,,,37,,19,,18,,17,,9,,18,,19,,,,,,,1,10,,,
2180,,,1961,07A,A148,1,08,08,32,0,0,,,,0,,10,,11,,4,,3,,1,,3,,,,,,,0,0,,,
2180,,,1961,07A,A148,2,08,08,5,0,0,,,,0,,3,,0,,0,,2,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A149,1,08,08,563,0,2,,,,8,,151,,191,,102,,61,,25,,11,,,,,,,12,0,,,
2180,,,1961,07A,A149,2,08,08,42,2,0,,,,1,,16,,10,,5,,4,,2,,1,,,,,,,1,2,,,
2180,,,1961,07A,A150,1,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1961,07A,A150,2,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A000,1,08,08,31282,11342,6608,,,,1751,,1181,,1251,,1273,,1410,,1732,,4507,,,,,,,227,11342,,,
2180,,,1963,07A,A000,2,08,08,29847,9956,6931,,,,1512,,1137,,1236,,1130,,1122,,1393,,5238,,,,,,,192,9956,,,
2180,,,1963,07A,A001,1,08,08,578,14,26,,,,21,,49,,96,,90,,78,,91,,111,,,,,,,2,14,,,
2180,,,1963,07A,A001,2,08,08,486,10,26,,,,20,,63,,98,,64,,57,,35,,113,,,,,,,0,10,,,
2180,,,1963,07A,A002,1,08,08,25,3,9,,,,7,,2,,1,,2,,0,,0,,1,,,,,,,0,3,,,
2180,,,1963,07A,A002,2,08,08,14,2,3,,,,1,,2,,3,,1,,0,,1,,1,,,,,,,0,2,,,
2180,,,1963,07A,A003,1,08,08,30,0,3,,,,6,,2,,4,,3,,5,,1,,6,,,,,,,0,0,,,
2180,,,1963,07A,A003,2,08,08,27,0,1,,,,2,,4,,3,,7,,2,,3,,5,,,,,,,0,0,,,
2180,,,1963,07A,A004,1,08,08,6,0,0,,,,2,,1,,2,,0,,0,,1,,0,,,,,,,0,0,,,
2180,,,1963,07A,A004,2,08,08,1,0,0,,,,0,,0,,0,,0,,0,,1,,0,,,,,,,0,0,,,
2180,,,1963,07A,A005,1,08,08,19,0,2,,,,1,,2,,2,,5,,2,,4,,1,,,,,,,0,0,,,
2180,,,1963,07A,A005,2,08,08,27,0,6,,,,2,,3,,7,,2,,1,,0,,6,,,,,,,0,0,,,
2180,,,1963,07A,A006,1,08,08,3,3,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,3,,,
2180,,,1963,07A,A006,2,08,08,11,11,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,11,,,
2180,,,1963,07A,A007,1,08,08,1,0,0,,,,0,,0,,0,,0,,1,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A007,2,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A008,1,08,08,4,0,0,,,,0,,0,,1,,0,,2,,0,,1,,,,,,,0,0,,,
2180,,,1963,07A,A008,2,08,08,1,0,0,,,,0,,0,,0,,0,,0,,1,,0,,,,,,,0,0,,,
2180,,,1963,07A,A009,1,08,08,8,0,0,,,,0,,0,,0,,2,,0,,3,,3,,,,,,,0,0,,,
2180,,,1963,07A,A009,2,08,08,2,0,1,,,,0,,0,,0,,0,,0,,1,,0,,,,,,,0,0,,,
2180,,,1963,07A,A010,1,08,08,11,0,0,,,,0,,0,,2,,1,,2,,2,,4,,,,,,,0,0,,,
2180,,,1963,07A,A010,2,08,08,9,2,0,,,,0,,2,,1,,0,,1,,3,,0,,,,,,,0,2,,,
2180,,,1963,07A,A011,1,08,08,2,0,0,,,,0,,0,,0,,0,,0,,0,,2,,,,,,,0,0,,,
2180,,,1963,07A,A011,2,08,08,1,0,0,,,,0,,0,,0,,0,,0,,0,,1,,,,,,,0,0,,,
2180,,,1963,07A,A012,1,08,08,282,70,104,,,,49,,21,,9,,5,,8,,8,,6,,,,,,,2,70,,,
2180,,,1963,07A,A012,2,08,08,259,69,97,,,,39,,21,,12,,5,,1,,4,,11,,,,,,,0,69,,,
2180,,,1963,07A,A013,1,08,08,30,22,1,,,,3,,2,,0,,0,,0,,0,,2,,,,,,,0,22,,,
2180,,,1963,07A,A013,2,08,08,24,16,2,,,,1,,1,,1,,0,,1,,0,,2,,,,,,,0,16,,,
2180,,,1963,07A,A014,1,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A014,2,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A015,1,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A015,2,08,08,2,0,0,,,,1,,0,,0,,1,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A016,1,08,08,107,11,30,,,,11,,7,,3,,8,,10,,13,,13,,,,,,,1,11,,,
2180,,,1963,07A,A016,2,08,08,133,13,36,,,,8,,7,,6,,8,,13,,8,,33,,,,,,,1,13,,,
2180,,,1963,07A,A017,1,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A017,2,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A018,1,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A018,2,08,08,1,0,0,,,,1,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A019,1,08,08,17,8,3,,,,0,,0,,0,,0,,0,,1,,5,,,,,,,0,8,,,
2180,,,1963,07A,A019,2,08,08,11,1,3,,,,0,,0,,1,,1,,1,,2,,2,,,,,,,0,1,,,
2180,,,1963,07A,A020,1,08,08,52,13,11,,,,8,,3,,1,,1,,5,,4,,5,,,,,,,1,13,,,
2180,,,1963,07A,A020,2,08,08,55,19,14,,,,3,,4,,0,,7,,1,,1,,6,,,,,,,0,19,,,
2180,,,1963,07A,A021,1,08,08,41,7,27,,,,5,,2,,0,,0,,0,,0,,0,,,,,,,0,7,,,
2180,,,1963,07A,A021,2,08,08,46,10,22,,,,10,,3,,0,,1,,0,,0,,0,,,,,,,0,10,,,
2180,,,1963,07A,A022,1,08,08,2111,1088,895,,,,104,,4,,3,,0,,0,,0,,1,,,,,,,16,1088,,,
2180,,,1963,07A,A022,2,08,08,2291,1066,1066,,,,136,,9,,1,,1,,0,,1,,2,,,,,,,9,1066,,,
2180,,,1963,07A,A023,1,08,08,3,1,0,,,,0,,2,,0,,0,,0,,0,,0,,,,,,,0,1,,,
2180,,,1963,07A,A023,2,08,08,1,0,1,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A024,1,08,08,6,0,1,,,,3,,0,,0,,1,,0,,1,,0,,,,,,,0,0,,,
2180,,,1963,07A,A024,2,08,08,5,0,1,,,,1,,0,,1,,1,,1,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A025,1,08,08,7,0,0,,,,0,,0,,0,,1,,2,,2,,2,,,,,,,0,0,,,
2180,,,1963,07A,A025,2,08,08,1,0,0,,,,0,,0,,0,,0,,0,,0,,1,,,,,,,0,0,,,
2180,,,1963,07A,A026,1,08,08,916,758,26,,,,61,,17,,15,,13,,11,,3,,10,,,,,,,2,758,,,
2180,,,1963,07A,A026,2,08,08,678,595,15,,,,24,,10,,7,,7,,3,,8,,4,,,,,,,5,595,,,
2180,,,1963,07A,A027,1,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A027,2,08,08,1,0,0,,,,0,,0,,1,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A028,1,08,08,23,5,11,,,,4,,1,,0,,1,,0,,0,,0,,,,,,,1,5,,,
2180,,,1963,07A,A028,2,08,08,16,3,7,,,,5,,1,,0,,0,,0,,0,,0,,,,,,,0,3,,,
2180,,,1963,07A,A029,1,08,08,17,4,5,,,,1,,2,,0,,1,,2,,1,,1,,,,,,,0,4,,,
2180,,,1963,07A,A029,2,08,08,13,2,6,,,,4,,0,,0,,1,,0,,0,,0,,,,,,,0,2,,,
2180,,,1963,07A,A030,1,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A030,2,08,08,1,0,0,,,,1,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A031,1,08,08,32,9,16,,,,6,,0,,0,,0,,1,,0,,0,,,,,,,0,9,,,
2180,,,1963,07A,A031,2,08,08,34,11,16,,,,6,,1,,0,,0,,0,,0,,0,,,,,,,0,11,,,
2180,,,1963,07A,A032,1,08,08,832,202,530,,,,91,,5,,1,,1,,0,,0,,0,,,,,,,2,202,,,
2180,,,1963,07A,A032,2,08,08,858,199,542,,,,104,,7,,1,,1,,0,,0,,0,,,,,,,4,199,,,
2180,,,1963,07A,A033,1,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A033,2,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A034,1,08,08,19,4,4,,,,1,,1,,3,,1,,2,,0,,2,,,,,,,1,4,,,
2180,,,1963,07A,A034,2,08,08,14,3,2,,,,0,,2,,0,,0,,0,,3,,4,,,,,,,0,3,,,
2180,,,1963,07A,A035,1,08,08,5,0,0,,,,2,,1,,0,,0,,0,,2,,0,,,,,,,0,0,,,
2180,,,1963,07A,A035,2,08,08,3,0,0,,,,1,,0,,0,,0,,0,,2,,0,,,,,,,0,0,,,
2180,,,1963,07A,A036,1,08,08,9,1,0,,,,3,,0,,1,,1,,0,,1,,2,,,,,,,0,1,,,
2180,,,1963,07A,A036,2,08,08,14,3,4,,,,2,,1,,1,,1,,0,,1,,1,,,,,,,0,3,,,
2180,,,1963,07A,A037,1,08,08,212,19,48,,,,15,,31,,18,,20,,16,,14,,30,,,,,,,1,19,,,
2180,,,1963,07A,A037,2,08,08,130,23,31,,,,15,,8,,12,,7,,8,,7,,17,,,,,,,2,23,,,
2180,,,1963,07A,A038,1,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A038,2,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A039,1,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A039,2,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A040,1,08,08,1,0,0,,,,0,,0,,0,,0,,0,,0,,1,,,,,,,0,0,,,
2180,,,1963,07A,A040,2,08,08,3,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,3,0,,,
2180,,,1963,07A,A041,1,08,08,22,3,3,,,,6,,2,,0,,3,,2,,1,,2,,,,,,,0,3,,,
2180,,,1963,07A,A041,2,08,08,25,0,5,,,,8,,6,,2,,0,,1,,2,,1,,,,,,,0,0,,,
2180,,,1963,07A,A042,1,08,08,66,7,33,,,,10,,2,,2,,2,,6,,1,,3,,,,,,,0,7,,,
2180,,,1963,07A,A042,2,08,08,68,11,41,,,,8,,3,,0,,2,,0,,2,,1,,,,,,,0,11,,,
2180,,,1963,07A,A043,1,08,08,165,75,38,,,,17,,4,,7,,7,,4,,9,,4,,,,,,,0,75,,,
2180,,,1963,07A,A043,2,08,08,161,63,50,,,,22,,3,,3,,5,,5,,2,,8,,,,,,,0,63,,,
2180,,,1963,07A,A044,1,08,08,12,0,0,,,,0,,1,,0,,0,,1,,0,,10,,,,,,,0,0,,,
2180,,,1963,07A,A044,2,08,08,5,0,0,,,,0,,0,,0,,0,,0,,1,,4,,,,,,,0,0,,,
2180,,,1963,07A,A045,1,08,08,21,0,0,,,,0,,0,,0,,0,,0,,5,,16,,,,,,,0,0,,,
2180,,,1963,07A,A045,2,08,08,6,0,0,,,,0,,0,,0,,0,,0,,1,,5,,,,,,,0,0,,,
2180,,,1963,07A,A046,1,08,08,191,0,0,,,,0,,0,,7,,17,,24,,47,,95,,,,,,,1,0,,,
2180,,,1963,07A,A046,2,08,08,153,0,0,,,,0,,0,,9,,10,,15,,33,,86,,,,,,,0,0,,,
2180,,,1963,07A,A047,1,08,08,23,0,0,,,,1,,1,,0,,3,,3,,5,,10,,,,,,,0,0,,,
2180,,,1963,07A,A047,2,08,08,36,0,0,,,,0,,0,,2,,2,,6,,3,,23,,,,,,,0,0,,,
2180,,,1963,07A,A048,1,08,08,10,0,0,,,,0,,1,,1,,0,,4,,0,,4,,,,,,,0,0,,,
2180,,,1963,07A,A048,2,08,08,8,0,0,,,,0,,0,,0,,0,,2,,2,,4,,,,,,,0,0,,,
2180,,,1963,07A,A049,1,08,08,16,0,0,,,,0,,0,,2,,2,,1,,5,,6,,,,,,,0,0,,,
2180,,,1963,07A,A049,2,08,08,2,0,0,,,,0,,0,,0,,0,,0,,1,,1,,,,,,,0,0,,,
2180,,,1963,07A,A050,1,08,08,51,0,0,,,,0,,0,,0,,3,,6,,15,,27,,,,,,,0,0,,,
2180,,,1963,07A,A050,2,08,08,32,0,0,,,,1,,0,,3,,3,,5,,6,,14,,,,,,,0,0,,,
2180,,,1963,07A,A051,1,08,08,0,0,0,,,,0,,0,,0,,0,,0,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A051,2,08,08,33,0,0,,,,0,,0,,1,,5,,9,,9,,9,,,,,,,0,0,,,
2180,,,1963,07A,A052,2,08,08,52,0,0,,,,0,,1,,5,,6,,16,,13,,11,,,,,,,0,0,,,
2180,,,1963,07A,A053,2,08,08,165,0,0,,,,0,,1,,6,,25,,55,,31,,47,,,,,,,0,0,,,
2180,,,1963,07A,A054,1,08,08,35,0,0,,,,0,,0,,0,,0,,2,,5,,28,,,,,,,0,0,,,
2180,,,1963,07A,A055,1,08,08,6,0,0,,,,0,,0,,0,,0,,0,,2,,4,,,,,,,0,0,,,
2180,,,1963,07A,A055,2,08,08,15,0,1,,,,0,,0,,0,,1,,0,,3,,10,,,,,,,0,0,,,
2180,,,1963,07A,A056,1,08,08,13,0,0,,,,0,,0,,0,,2,,2,,3,,5,,,,,,,1,0,,,
2180,,,1963,07A,A056,2,08,08,16,0,0,,,,1,,0,,2,,1,,5,,4,,3,,,,,,,0,0,,,
2180,,,1963,07A,A057,1,08,08,189,0,8,,,,6,,7,,6,,17,,32,,34,,76,,,,,,,3,0,,,
2180,,,1963,07A,A057,2,08,08,245,0,3,,,,3,,10,,13,,20,,43,,46,,106,,,,,,,1,0,,,
2180,,,1963,07A,A058,1,08,08,54,0,4,,,,10,,5,,9,,5,,8,,3,,10,,,,,,,0,0,,,
2180,,,1963,07A,A058,2,08,08,28,0,4,,,,3,,5,,4,,5,,2,,3,,2,,,,,,,0,0,,,
2180,,,1963,07A,A059,1,08,08,26,0,0,,,,3,,3,,1,,3,,8,,3,,5,,,,,,,0,0,,,
2180,,,1963,07A,A059,2,08,08,15,0,1,,,,0,,4,,0,,1,,5,,2,,2,,,,,,,0,0,,,
2180,,,1963,07A,A060,1,08,08,90,0,4,,,,5,,6,,8,,14,,9,,17,,27,,,,,,,0,0,,,
2180,,,1963,07A,A060,2,08,08,100,0,2,,,,6,,8,,10,,13,,10,,17,,31,,,,,,,3,0,,,
2180,,,1963,07A,A061,1,08,08,2,0,0,,,,0,,0,,0,,0,,0,,0,,2,,,,,,,0,0,,,
2180,,,1963,07A,A061,2,08,08,4,0,0,,,,0,,0,,1,,0,,0,,1,,2,,,,,,,0,0,,,
2180,,,1963,07A,A062,1,08,08,1,0,0,,,,0,,0,,0,,0,,0,,1,,0,,,,,,,0,0,,,
2180,,,1963,07A,A062,2,08,08,3,0,0,,,,0,,0,,0,,1,,2,,0,,0,,,,,,,0,0,,,
2180,,,1963,07A,A063,1,08,08,59,0,2,,,,0,,0,,2,,1,,10,,14,,30,,,,,,,0,0,,,
2180,,,1963,07A,A063,2,08,08,81,0,3,,,,1,,0,,1,,2,,12,,21,,40,,,,,,,1,0,,,
2180,,,1963,07A,A064,1,08,08,142,53,72,,,,6,,1,,3,,0,,5,,1,,1,,,,,,,0,53,,,
2180,,,1963,07A,A064,2,08,08,127,34,79,,,,2,,1,,1,,2,,0,,1,,6,,,,,,,1,34,,,
2180,,,1963,07A,A065,1,08,08,523,55,122,,,,84,,28,,31,,31,,43,,37,,89,,,,,,,3,55,,,
2180,,,1963,07A,A065,2,08,08,489,56,116,,,,48,,42,,42,,31,,32,,36,,80,,,,,,,6,56,,,
2180,,,1963,07A,A066,1,08,08,103,7,16,,,,8,,4,,4,,8,,10,,17,,29,,,,,,,0,7,,,
2180,,,1963,07A,A066,2,08,08,78,4,9,,,,6,,6,,6,,9,,8,,6,,24,,,,,,,0,4,,,
2180,,,1963,07A,A067,1,08,08,13,0,1,,,,1,,2,,1,,3,,0,,1,,3,,,,,,,1,0,,,
2180,,,1963,07A,A067,2,08,08,13,0,1,,,,1,,2,,1,,1,,0,,2,,5,,,,,,,0,0,,,
2180,,,1963,07A,A068,1,08,08,86,0,1,,,,0,,2,,8,,18,,23,,14,,19,,,,,,,1,0,,,
2180,,,1963,07A,A068,2,08,08,9,0,0,,,,0,,0,,1,,2,,4,,0,,2,,,,,,,0,0,,,
